dictor;sex;village;sound;f1;f2
rab;f;Naikhin;I;328.366788;2085.093504
rab;f;Naikhin;I;356.544170;2084.742114
rab;f;Naikhin;I;360.700467;2092.773787
rab;f;Naikhin;I;356.149228;2112.515031
rab;f;Naikhin;I;361.083005;2026.054550
rab;f;Naikhin;I;377.486652;1958.647521
rab;f;Naikhin;I;390.836044;1998.105908
rab;f;Naikhin;I;434.823541;2254.345744
rab;f;Naikhin;I;437.421311;2306.012106
rab;f;Naikhin;I;415.354590;2296.346405
rab;f;Naikhin;I;402.884809;2281.741652
rab;f;Naikhin;I;409.315259;2064.279115
rab;f;Naikhin;I;407.372953;2018.501040
rab;f;Naikhin;I;380.470122;2045.420513
rab;f;Naikhin;I;360.147473;2181.211976
rab;f;Naikhin;I;360.265552;2036.634891
rab;f;Naikhin;I;359.533536;2037.990334
rab;f;Naikhin;I;357.113175;2219.767660
rab;f;Naikhin;I;352.754960;2134.768963
rab;f;Naikhin;I;325.751174;2214.037279
rab;f;Naikhin;I;289.729789;2151.335695
rab;f;Naikhin;I;279.978605;2109.175963
rab;f;Naikhin;I;382.298266;2070.865171
rab;f;Naikhin;I;391.623756;2084.575830
rab;f;Naikhin;I;387.507904;2171.460903
rab;f;Naikhin;I;394.045208;2173.514577
rab;f;Naikhin;I;392.594932;2181.659989
rab;f;Naikhin;I;390.246281;2145.472151
rab;f;Naikhin;I;391.292797;2090.298754
rab;f;Naikhin;I;386.520928;2086.158564
rab;f;Naikhin;I;380.173962;2094.420876
rab;f;Naikhin;I;372.183298;2070.551686
rab;f;Naikhin;I;363.457028;2004.040832
rab;f;Naikhin;I;364.012421;2205.764637
rab;f;Naikhin;I;361.968181;2189.661676
rab;f;Naikhin;I;355.807329;2126.088748
rab;f;Naikhin;I;346.244470;2123.651411
rab;f;Naikhin;I;366.135638;2056.002144
rab;f;Naikhin;I;381.842422;2059.349882
rab;f;Naikhin;I;385.503259;2071.757993
rab;f;Naikhin;I;382.079242;2072.452232
rab;f;Naikhin;I;377.269590;2154.615051
rab;f;Naikhin;I;371.793544;2138.253527
rab;f;Naikhin;I;365.731397;2138.117296
rab;f;Naikhin;I;362.267631;2181.159492
rab;f;Naikhin;I;361.352091;2149.139936
rab;f;Naikhin;I;360.003117;2115.223078
rab;f;Naikhin;I;355.862606;2107.099071
rab;f;Naikhin;I;347.841743;2092.846824
rab;f;Naikhin;I;342.084070;2107.910473
rab;f;Naikhin;I;400.881463;2035.879222
rab;f;Naikhin;I;432.373178;2008.142141
rab;f;Naikhin;I;447.580414;1980.998541
rab;f;Naikhin;I;451.417682;2006.122297
rab;f;Naikhin;I;445.833243;2032.590859
rab;f;Naikhin;I;440.701410;2046.551750
rab;f;Naikhin;I;428.909167;2063.107685
rab;f;Naikhin;I;426.111641;2075.484541
rab;f;Naikhin;I;435.476049;2058.989342
rab;f;Naikhin;I;414.467005;2032.178332
rab;f;Naikhin;I;364.623127;2031.077549
rab;f;Naikhin;I;333.633442;2060.054065
rab;f;Naikhin;I;314.625787;2047.381733
rab;f;Naikhin;I;301.568980;2034.646719
rab;f;Naikhin;I;335.282939;2043.542037
rab;f;Naikhin;I;345.454896;2111.160054
rab;f;Naikhin;I;284.120627;2240.479161
rab;f;Naikhin;I;290.361846;2320.370791
rab;f;Naikhin;I;337.551125;2321.688267
rab;f;Naikhin;I;368.333451;2295.976055
rab;f;Naikhin;I;395.160775;2294.408924
rab;f;Naikhin;I;400.806647;2299.813117
rab;f;Naikhin;I;397.773681;2298.886768
rab;f;Naikhin;I;392.984281;2276.173805
rab;f;Naikhin;I;386.243235;2246.709008
rab;f;Naikhin;I;381.626962;2203.396679
rab;f;Naikhin;I;377.746540;2144.394261
rab;f;Naikhin;I;370.055542;2071.255631
rab;f;Naikhin;I;342.538593;2017.693516
rab;f;Naikhin;I;329.679341;2206.659464
rab;f;Naikhin;I;350.768613;2180.152664
rab;f;Naikhin;I;362.933148;2215.504614
rab;f;Naikhin;I;366.570970;2180.355296
rab;f;Naikhin;I;368.756473;2191.436739
rab;f;Naikhin;I;375.908034;2180.322758
rab;f;Naikhin;I;376.452349;2188.932835
rab;f;Naikhin;I;374.600038;2171.421681
rab;f;Naikhin;I;371.559123;2105.249265
rab;f;Naikhin;I;371.808707;2111.988442
rab;f;Naikhin;I;376.363035;2012.861737
rab;f;Naikhin;I;312.038706;2187.786314
rab;f;Naikhin;I;329.447296;2216.942053
rab;f;Naikhin;I;368.396348;2224.078137
rab;f;Naikhin;I;384.894371;2236.672974
rab;f;Naikhin;I;380.560126;2245.159706
rab;f;Naikhin;I;365.525465;2235.863883
rab;f;Naikhin;I;342.042058;2217.077301
rab;f;Naikhin;I;321.849077;2172.517482
rab;f;Naikhin;I;316.535171;2138.699809
rab;f;Naikhin;I;327.652207;2120.038890
rab;f;Naikhin;I;348.756156;2148.008741
ssb;f;Naikhin;i;412.893397;2433.157214
ssb;f;Naikhin;i;430.869719;2450.643486
ssb;f;Naikhin;i;421.732524;2471.239919
ssb;f;Naikhin;i;405.253572;2461.549662
ssb;f;Naikhin;i;404.760298;2433.859272
ssb;f;Naikhin;i;393.873696;2432.003097
ssb;f;Naikhin;i;377.016726;2454.050544
ssb;f;Naikhin;i;363.348490;2494.847847
ssb;f;Naikhin;i;353.620312;2457.771115
ssb;f;Naikhin;i;378.922425;2479.461323
ssb;f;Naikhin;i;373.281275;2475.794120
ssb;f;Naikhin;i;364.167153;2462.254825
ssb;f;Naikhin;i;356.694369;2472.108415
ssb;f;Naikhin;i;338.019224;2275.133896
ssb;f;Naikhin;i;304.131855;2485.450343
ssb;f;Naikhin;i;293.772915;2470.590494
ssb;f;Naikhin;i;297.764663;2431.680272
ssb;f;Naikhin;i;267.284492;2494.652514
ssb;f;Naikhin;i;358.133064;2456.882629
ssb;f;Naikhin;i;353.793161;2414.340723
ssb;f;Naikhin;i;373.829054;2428.667713
ssb;f;Naikhin;i;376.472288;2402.332434
ssb;f;Naikhin;i;373.835221;2371.058926
ssb;f;Naikhin;i;376.149252;2359.566399
ssb;f;Naikhin;i;373.917048;2441.972286
ssb;f;Naikhin;i;370.516210;2480.520005
ssb;f;Naikhin;i;370.244627;2489.433872
ssb;f;Naikhin;i;369.093762;2445.451037
ssb;f;Naikhin;i;366.856837;2447.052368
ssb;f;Naikhin;i;359.157129;2446.501633
ssb;f;Naikhin;i;349.931555;2408.191122
ssb;f;Naikhin;i;344.546524;2426.191492
ssb;f;Naikhin;i;343.450734;2449.702389
ssb;f;Naikhin;i;348.210090;2451.489653
ssb;f;Naikhin;i;328.679599;2449.352445
ssb;f;Naikhin;i;296.516055;2466.698404
ssb;f;Naikhin;i;300.837369;2498.246960
ssb;f;Naikhin;i;342.263141;2469.435654
ssb;f;Naikhin;i;308.263023;2449.584770
ssb;f;Naikhin;i;280.984412;2464.282668
ssb;f;Naikhin;i;278.038072;2476.253413
ssb;f;Naikhin;i;267.273348;2506.130190
ssb;f;Naikhin;i;254.279941;2556.203732
ssb;f;Naikhin;i;414.937009;2404.775432
ssb;f;Naikhin;i;410.169357;2411.042412
ssb;f;Naikhin;i;399.638128;2412.003147
ssb;f;Naikhin;i;395.176340;2439.692837
ssb;f;Naikhin;i;399.960278;2390.911725
ssb;f;Naikhin;i;400.728446;2422.150921
ssb;f;Naikhin;i;411.428936;2425.298602
ssb;f;Naikhin;i;415.451066;2340.945476
ssb;f;Naikhin;i;415.842010;2324.774663
ssb;f;Naikhin;i;416.113908;2360.806948
ssb;f;Naikhin;i;415.855001;2310.120784
ssb;f;Naikhin;i;413.467697;2191.453420
ssb;f;Naikhin;i;392.728310;2464.214748
ssb;f;Naikhin;i;381.494406;2461.288304
ssb;f;Naikhin;i;357.158712;2450.668348
ssb;f;Naikhin;i;344.870822;2452.122155
ssb;f;Naikhin;i;338.231994;2449.151845
ssb;f;Naikhin;i;320.090362;2422.617482
ssb;f;Naikhin;i;313.134129;2399.500091
ssb;f;Naikhin;i;306.073567;2414.615560
ssb;f;Naikhin;i;298.366331;2406.075601
ssb;f;Naikhin;i;305.556079;2384.606560
ssb;f;Naikhin;i;314.386389;2483.042023
ssb;f;Naikhin;i;318.579088;2494.767384
ssb;f;Naikhin;i;324.147233;2494.750275
ssb;f;Naikhin;i;405.750534;2486.769923
ssb;f;Naikhin;i;414.614455;2491.232032
ssb;f;Naikhin;i;402.851288;2486.564303
ssb;f;Naikhin;i;351.631760;2465.120268
ssb;f;Naikhin;i;299.666680;2449.977532
ssb;f;Naikhin;i;282.255335;2454.752466
ssb;f;Naikhin;i;263.708191;2470.192370
ssb;f;Naikhin;i;267.243994;2509.567518
ssb;f;Naikhin;i;267.149700;2498.330858
ssb;f;Naikhin;i;254.732024;2497.816491
ssb;f;Naikhin;i;244.021418;2513.192749
ssb;f;Naikhin;i;238.994244;2480.362995
ssb;f;Naikhin;i;236.136392;2477.587727
ssb;f;Naikhin;i;234.001882;2480.353453
ssb;f;Naikhin;i;233.227878;2479.767012
ssb;f;Naikhin;i;231.272042;2477.779287
ssb;f;Naikhin;i;229.760565;2477.831409
ssb;f;Naikhin;i;230.129829;2482.032299
ssb;f;Naikhin;i;232.268814;2491.686828
ssb;f;Naikhin;i;399.398213;2430.587139
ssb;f;Naikhin;i;418.473764;2460.377334
ssb;f;Naikhin;i;410.861431;2477.912608
ssb;f;Naikhin;i;401.538176;2483.188834
ssb;f;Naikhin;i;389.126369;2441.585371
ssb;f;Naikhin;i;374.326286;2434.108977
ssb;f;Naikhin;i;367.219339;2465.257536
ssb;f;Naikhin;i;364.486491;2503.212395
ssb;f;Naikhin;i;369.684860;2483.376982
ssb;f;Naikhin;i;378.173107;2480.855304
ssb;f;Naikhin;i;383.688483;2479.848410
ssb;f;Naikhin;i;381.369396;2485.493822
ssb;f;Naikhin;i;376.816353;2495.413069
ssb;f;Naikhin;i;374.274816;2530.674185
ssb;f;Naikhin;i;371.109366;2554.061219
ssb;f;Naikhin;i;369.354333;2542.230181
ssb;f;Naikhin;i;368.993504;2524.342440
ssb;f;Naikhin;i;364.413189;2513.909474
ssb;f;Naikhin;i;361.883187;2544.975380
ssb;f;Naikhin;i;359.526882;2531.203814
ssb;f;Naikhin;i;354.837907;2513.545107
ssb;f;Naikhin;i;346.039452;2469.992199
ssb;f;Naikhin;i;349.857427;2454.999706
ssb;f;Naikhin;i;355.404149;2466.163620
ssb;f;Naikhin;i;371.254677;2381.101130
ssb;f;Naikhin;i;359.400690;2353.211329
ssb;f;Naikhin;i;351.320036;2405.218879
ssb;f;Naikhin;i;352.568430;2396.968277
ssb;f;Naikhin;i;356.639160;2353.695055
ssb;f;Naikhin;i;359.637548;2348.555074
ssb;f;Naikhin;i;361.626602;2399.515208
ssb;f;Naikhin;i;362.584091;2426.447709
ssb;f;Naikhin;i;364.787652;2397.555930
ssb;f;Naikhin;i;368.767782;2384.765243
ssb;f;Naikhin;i;367.304461;2418.187922
ssb;f;Naikhin;i;366.585810;2414.302410
ssb;f;Naikhin;i;368.510086;2423.978027
ssb;f;Naikhin;i;367.088578;2436.590308
ssb;f;Naikhin;i;360.514931;2470.979858
ssb;f;Naikhin;i;358.970029;2544.452265
ssb;f;Naikhin;i;353.440636;2572.214788
ssb;f;Naikhin;i;348.651279;2579.927669
ssb;f;Naikhin;i;346.928175;2555.317685
ssb;f;Naikhin;i;342.199756;2465.205983
ssb;f;Naikhin;i;312.632440;2583.635120
ssb;f;Naikhin;i;291.865110;2634.331931
ssb;f;Naikhin;i;283.456078;2610.103592
ssb;f;Naikhin;i;288.983584;2625.014426
ssb;f;Naikhin;i;293.665807;2621.638504
ssb;f;Naikhin;i;289.169741;2640.959709
ssb;f;Naikhin;i;291.565353;2653.374675
ssb;f;Naikhin;i;288.254921;2675.081686
ssb;f;Naikhin;i;293.061670;2669.311504
ssb;f;Naikhin;i;291.186670;2673.964583
ssb;f;Naikhin;i;292.837990;2696.265229
ssb;f;Naikhin;i;296.671815;2728.049798
ssb;f;Naikhin;i;285.432969;2731.974501
ssb;f;Naikhin;i;273.814761;2712.548567
ssb;f;Naikhin;i;272.477034;2688.833726
ssb;f;Naikhin;i;273.925002;2683.841015
ssb;f;Naikhin;i;274.590080;2686.458039
ssb;f;Naikhin;i;269.266431;2703.814855
ssb;f;Naikhin;i;268.765014;2704.452306
ssb;f;Naikhin;i;268.231205;2668.964126
ssb;f;Naikhin;i;262.910981;2636.098765
ssb;f;Naikhin;i;261.528377;2603.205548
ssb;f;Naikhin;i;268.344060;2605.836566
ssb;f;Naikhin;i;281.935341;2602.257275
ssb;f;Naikhin;i;304.923251;2616.955569
ssb;f;Naikhin;i;315.819641;2624.530920
ssb;f;Naikhin;i;311.429180;2628.086960
ssb;f;Naikhin;i;296.774232;2619.515675
ssb;f;Naikhin;i;277.087416;2619.221595
ssb;f;Naikhin;i;268.780429;2630.729132
ssb;f;Naikhin;i;285.113898;2629.908096
ssb;f;Naikhin;i;335.413327;2610.737845
ssb;f;Naikhin;i;370.902464;2590.099146
ssb;f;Naikhin;i;373.454429;2600.652231
ssb;f;Naikhin;i;347.174181;2602.528203
ssb;f;Naikhin;i;327.543764;2625.323414
ssb;f;Naikhin;i;332.986634;2595.549827
ssb;f;Naikhin;i;360.134259;2619.430949
ssb;f;Naikhin;i;374.704972;2625.649632
ssb;f;Naikhin;i;360.130166;2631.828372
ssb;f;Naikhin;i;375.278621;2641.556327
ssb;f;Naikhin;i;383.289995;2594.377171
ssb;f;Naikhin;i;357.350310;2568.418486
ssb;f;Naikhin;i;355.482383;2578.490812
ssb;f;Naikhin;i;349.845949;2570.775574
ssb;f;Naikhin;i;360.879082;2606.907238
ssb;f;Naikhin;i;350.986844;2566.747297
ssb;f;Naikhin;i;295.782161;2693.368297
ssb;f;Naikhin;i;284.310356;2682.386766
ssb;f;Naikhin;i;264.103757;2637.206343
ssb;f;Naikhin;i;278.589468;2657.699009
ssb;f;Naikhin;i;280.989521;2631.182304
ssb;f;Naikhin;i;197.590907;2652.634899
ssb;f;Naikhin;i;282.266820;2679.666150
ssb;f;Naikhin;i;280.961910;2690.369502
ssb;f;Naikhin;i;275.592422;2714.706337
ssb;f;Naikhin;i;263.737440;2746.022178
ssb;f;Naikhin;i;257.275085;2720.749640
ssb;f;Naikhin;i;259.239688;2623.272350
ssb;f;Naikhin;i;267.288028;2623.374837
ssb;f;Naikhin;i;281.075380;2625.523838
ssb;f;Naikhin;i;295.796336;2613.065500
ssb;f;Naikhin;i;313.455293;2588.679715
ssb;f;Naikhin;i;328.853738;2577.692729
ssb;f;Naikhin;i;316.265645;2590.703246
ssb;f;Naikhin;i;301.462248;2591.412616
ssb;f;Naikhin;i;301.329811;2611.824432
ssb;f;Naikhin;i;296.366244;2615.775196
ssb;f;Naikhin;i;283.789333;2612.456615
ssb;f;Naikhin;i;268.603688;2636.433723
ssb;f;Naikhin;i;269.962682;2600.707549
ssb;f;Naikhin;i;289.570710;2597.000558
ssb;f;Naikhin;i;329.194956;2641.103237
ssb;f;Naikhin;i;371.381450;2591.794091
ssb;f;Naikhin;i;386.261372;2572.485213
ssb;f;Naikhin;i;374.949624;2577.182430
ssb;f;Naikhin;i;330.304933;2579.637993
ssb;f;Naikhin;i;306.294079;2573.995830
ssb;f;Naikhin;i;307.829201;2653.160291
ssb;f;Naikhin;i;314.439599;2593.362671
ssb;f;Naikhin;i;315.605842;2621.484471
ssb;f;Naikhin;i;305.375709;2630.367513
ssb;f;Naikhin;i;315.232360;2663.713934
ssb;f;Naikhin;i;326.359513;2688.119371
ssb;f;Naikhin;i;318.432358;2666.052248
ssb;f;Naikhin;i;317.172574;2603.742799
ssb;f;Naikhin;i;320.775503;2597.400908
ssb;f;Naikhin;i;325.165020;2658.390295
ssb;f;Naikhin;i;331.615031;2586.849287
ssb;f;Naikhin;i;338.025758;2518.459538
ssb;f;Naikhin;i;341.352780;2423.325700
ssb;f;Naikhin;i;344.976885;2362.398720
ssb;f;Naikhin;i;345.636029;2353.213437
ssb;f;Naikhin;i;350.970210;2384.278538
ssb;f;Naikhin;i;359.125188;2406.771046
ssb;f;Naikhin;i;366.656021;2506.398156
ssb;f;Naikhin;i;368.590553;2506.246942
ssb;f;Naikhin;i;371.462009;2543.389026
ssb;f;Naikhin;i;367.550411;2507.269382
ssb;f;Naikhin;i;271.859046;2716.827170
ssb;f;Naikhin;i;288.848837;2667.704363
ssb;f;Naikhin;i;303.816305;2573.717727
ssb;f;Naikhin;i;315.546591;2574.017283
ssb;f;Naikhin;i;318.749645;2607.212058
ssb;f;Naikhin;i;317.257790;2629.143268
ssb;f;Naikhin;i;310.086149;2650.857968
ssb;f;Naikhin;i;300.280218;2692.785993
ssb;f;Naikhin;i;297.273545;2687.223028
ssb;f;Naikhin;i;300.639423;2636.105250
ssb;f;Naikhin;i;305.495106;2595.517938
ssb;f;Naikhin;i;311.568253;2643.896994
ssb;f;Naikhin;i;316.928604;2719.895067
ssb;f;Naikhin;i;342.059865;2718.094504
ssb;f;Naikhin;i;375.507792;2696.295603
ssb;f;Naikhin;i;369.231796;2675.568773
ssb;f;Naikhin;i;321.141939;2705.918634
ssb;f;Naikhin;i;342.773399;2664.729214
ssb;f;Naikhin;i;334.669224;2473.138335
ssb;f;Naikhin;i;334.779788;2501.551503
ssb;f;Naikhin;i;334.758401;2494.974094
ssb;f;Naikhin;i;332.765731;2492.106222
ssb;f;Naikhin;i;339.314455;2500.402176
ssb;f;Naikhin;i;343.748090;2517.826642
ssb;f;Naikhin;i;347.179820;2529.228190
ssb;f;Naikhin;i;350.327652;2539.097626
ssb;f;Naikhin;i;353.599387;2555.421673
ssb;f;Naikhin;i;353.580321;2585.975120
ssb;f;Naikhin;i;351.894314;2600.791225
ssb;f;Naikhin;i;350.496897;2638.910175
ssb;f;Naikhin;i;351.228882;2635.043068
ssb;f;Naikhin;i;355.208456;2608.919096
ssb;f;Naikhin;i;361.091483;2610.724978
ssb;f;Naikhin;i;357.395822;2645.646309
ssb;f;Naikhin;i;358.642582;2616.358388
ssb;f;Naikhin;i;354.860320;2587.666405
ssb;f;Naikhin;i;353.637274;2588.118884
ssb;f;Naikhin;i;352.378331;2614.601707
ssb;f;Naikhin;i;354.005705;2644.649203
ssb;f;Naikhin;i;353.287990;2637.338795
ssb;f;Naikhin;i;354.159974;2630.748715
ssb;f;Naikhin;i;359.357701;2613.915597
ssb;f;Naikhin;i;350.932609;2587.454903
ssb;f;Naikhin;i;334.414908;2593.015925
ssb;f;Naikhin;i;336.871276;2614.595807
ssb;f;Naikhin;i;340.928540;2633.823687
ssb;f;Naikhin;i;335.106946;2610.795599
ssb;f;Naikhin;i;330.059258;2591.795358
ssb;f;Naikhin;i;325.774044;2595.950515
ssb;f;Naikhin;i;286.554741;2610.727351
ssb;f;Naikhin;i;283.981953;2589.596711
ssb;f;Naikhin;i;283.219904;2591.428740
ssb;f;Naikhin;i;295.187195;2624.754220
ssb;f;Naikhin;i;292.808113;2623.970251
ssb;f;Naikhin;i;308.978292;2559.610297
ssb;f;Naikhin;i;314.911956;2565.591519
ssb;f;Naikhin;i;300.703477;2612.776538
ssb;f;Naikhin;i;302.939217;2632.022015
ssb;f;Naikhin;i;311.668389;2619.776416
ssb;f;Naikhin;i;313.935870;2560.971144
ssb;f;Naikhin;i;315.480151;2578.855750
ssb;f;Naikhin;i;316.271305;2575.092937
ssb;f;Naikhin;i;322.000235;2645.965299
ssb;f;Naikhin;i;322.808237;2614.747008
ssb;f;Naikhin;i;339.264051;2602.536339
ssb;f;Naikhin;i;336.845250;2603.674166
ssb;f;Naikhin;i;338.613549;2632.924904
ssb;f;Naikhin;i;342.536081;2623.302461
ssb;f;Naikhin;i;342.303038;2628.152073
ssb;f;Naikhin;i;344.151220;2628.175561
ssb;f;Naikhin;i;346.700940;2638.477793
ssb;f;Naikhin;i;351.078531;2636.879148
ssb;f;Naikhin;i;353.549277;2648.578266
ssb;f;Naikhin;i;353.654578;2712.069749
ssb;f;Naikhin;i;354.432632;2750.741898
ssb;f;Naikhin;i;356.859842;2727.590507
ssb;f;Naikhin;i;357.775110;2670.657744
ssb;f;Naikhin;i;358.030020;2582.874243
ssb;f;Naikhin;i;357.501045;2603.340297
ssb;f;Naikhin;i;356.827352;2609.784999
ssb;f;Naikhin;i;358.828565;2622.660128
ssb;f;Naikhin;i;360.154976;2636.289268
ssb;f;Naikhin;i;363.864854;2634.255720
ssb;f;Naikhin;i;368.261235;2642.306430
ssb;f;Naikhin;i;373.003393;2633.558189
ssb;f;Naikhin;i;378.663242;2632.024611
ssb;f;Naikhin;i;371.417331;2623.081717
ssb;f;Naikhin;i;366.836220;2635.642364
ssb;f;Naikhin;i;371.241377;2632.518938
ssb;f;Naikhin;i;382.727787;2633.963937
ssb;f;Naikhin;i;345.695949;2622.668881
ssb;f;Naikhin;i;431.033312;2569.699624
ssb;f;Naikhin;i;416.470275;2572.711987
ssb;f;Naikhin;i;417.834978;2575.018734
ssb;f;Naikhin;i;423.518592;2585.039618
ssb;f;Naikhin;i;413.791953;2604.991638
ssb;f;Naikhin;i;389.049700;2628.703995
ssb;f;Naikhin;i;377.171437;2610.043205
ssb;f;Naikhin;i;367.031777;2607.861397
ssb;f;Naikhin;i;363.722396;2610.360847
ssb;f;Naikhin;i;371.913201;2628.919858
ssb;f;Naikhin;i;377.962942;2650.169737
ssb;f;Naikhin;i;389.561590;2654.412312
ssb;f;Naikhin;i;417.003016;2642.254535
ssb;f;Naikhin;i;376.318500;2600.653654
ssb;f;Naikhin;i;341.541898;2582.820656
ssb;f;Naikhin;i;308.715499;2638.954958
ssb;f;Naikhin;i;296.959241;2669.789186
ssb;f;Naikhin;i;297.836278;2636.559881
ssb;f;Naikhin;i;305.038988;2647.730520
ssb;f;Naikhin;i;309.410366;2658.003313
ssb;f;Naikhin;i;310.309356;2626.018942
ssb;f;Naikhin;i;308.942505;2548.335867
ssb;f;Naikhin;i;312.448033;2531.567039
ssb;f;Naikhin;i;316.606249;2534.999941
ssb;f;Naikhin;i;320.484937;2559.335496
ssb;f;Naikhin;i;316.973376;2677.500682
ssb;f;Naikhin;i;315.429267;2633.700466
ssb;f;Naikhin;i;318.610605;2610.129487
ssb;f;Naikhin;i;321.473940;2631.701843
ssb;f;Naikhin;i;320.787196;2571.801896
ssb;f;Naikhin;i;322.302678;2613.909358
ssb;f;Naikhin;i;338.595752;2483.291575
ssb;f;Naikhin;i;352.689000;2490.880528
ssb;f;Naikhin;i;355.838266;2493.373601
ssb;f;Naikhin;i;357.370969;2507.858132
ssb;f;Naikhin;i;354.986168;2520.160676
ssb;f;Naikhin;i;367.038364;2534.981726
ssb;f;Naikhin;i;380.672352;2540.559583
ssb;f;Naikhin;i;390.958633;2550.830542
ssb;f;Naikhin;i;388.725815;2573.237239
ssb;f;Naikhin;i;368.509534;2597.976545
ssb;f;Naikhin;i;355.882566;2601.983866
ssb;f;Naikhin;i;355.406815;2590.571049
ssb;f;Naikhin;i;366.676077;2581.301264
ssb;f;Naikhin;i;375.671527;2567.972197
ssb;f;Naikhin;i;367.560472;2551.242381
ssb;f;Naikhin;i;355.076538;2539.589699
ssb;f;Naikhin;i;351.094442;2536.180261
ssb;f;Naikhin;i;363.448987;2542.122035
ssb;f;Naikhin;i;375.637844;2573.217631
ssb;f;Naikhin;i;367.106612;2587.810740
ssb;f;Naikhin;i;348.033575;2593.801105
ssb;f;Naikhin;i;339.091932;2586.957049
ssb;f;Naikhin;i;330.270378;2576.296491
ssb;f;Naikhin;i;331.778345;2604.038775
ssb;f;Naikhin;i;339.151086;2603.556527
ssb;f;Naikhin;i;335.716101;2615.823916
ssb;f;Naikhin;i;325.193180;2594.882220
ssb;f;Naikhin;i;321.196746;2585.934189
ssb;f;Naikhin;i;307.930788;2608.536867
ssb;f;Naikhin;i;303.351964;2609.816821
ssb;f;Naikhin;i;284.132000;2637.597077
ssb;f;Naikhin;i;236.980172;2652.283505
ssb;f;Naikhin;i;206.930746;2659.929181
ssb;f;Naikhin;e;526.861857;1799.161791
ssb;f;Naikhin;e;541.487332;1803.491101
ssb;f;Naikhin;e;567.574029;1799.653246
ssb;f;Naikhin;e;552.811751;1704.746663
ssb;f;Naikhin;e;521.425571;1675.627759
ssb;f;Naikhin;e;487.012127;1676.533151
ssb;f;Naikhin;e;474.826094;1657.927666
ssb;f;Naikhin;e;485.995631;1645.836621
ssb;f;Naikhin;e;513.008616;1645.241599
ssb;f;Naikhin;e;531.492184;1613.480931
ssb;f;Naikhin;e;538.706722;1522.670723
ssb;f;Naikhin;e;539.257883;1468.711102
ssb;f;Naikhin;e;547.113085;1415.308734
ssb;f;Naikhin;e;532.335597;1268.536089
ssb;f;Naikhin;e;538.564220;1500.743522
ssb;f;Naikhin;e;548.848157;1662.389264
ssb;f;Naikhin;e;549.098199;1856.054641
ssb;f;Naikhin;e;555.851684;1780.895455
ssb;f;Naikhin;e;561.316937;1663.762140
ssb;f;Naikhin;e;563.852935;1551.803572
ssb;f;Naikhin;e;570.325629;1538.067758
ssb;f;Naikhin;e;571.120088;1416.653903
ssb;f;Naikhin;e;570.552560;1809.677692
ssb;f;Naikhin;e;506.692807;1123.819468
ssb;f;Naikhin;e;505.756956;1031.378193
ssb;f;Naikhin;e;477.399190;1220.123211
ssb;f;Naikhin;e;377.278480;1313.297909
ssb;f;Naikhin;e;469.824067;1683.055269
ssb;f;Naikhin;e;476.423590;1746.321340
ssb;f;Naikhin;e;486.845077;1732.139286
ssb;f;Naikhin;e;495.071572;1721.503414
ssb;f;Naikhin;e;514.665059;1709.752220
ssb;f;Naikhin;e;520.817884;1669.805309
ssb;f;Naikhin;e;519.872163;1648.432700
ssb;f;Naikhin;e;520.363384;1647.627728
ssb;f;Naikhin;e;527.138903;1619.497221
ssb;f;Naikhin;e;539.014375;1560.156013
ssb;f;Naikhin;e;549.200054;1545.297817
ssb;f;Naikhin;e;539.897609;1515.557403
ssb;f;Naikhin;e;525.565845;1476.950832
ssb;f;Naikhin;e;529.490186;1607.630065
ssb;f;Naikhin;e;524.734188;1637.802920
ssb;f;Naikhin;e;528.153810;1578.793798
ssb;f;Naikhin;e;530.106256;1446.142691
ssb;f;Naikhin;e;522.687333;1473.229762
ssb;f;Naikhin;e;510.047286;1440.972256
ssb;f;Naikhin;e;490.675456;1389.363009
ssb;f;Naikhin;e;477.672598;1327.116646
ssb;f;Naikhin;e;438.071465;1880.839190
ssb;f;Naikhin;e;437.089642;1803.033440
ssb;f;Naikhin;e;443.883075;1721.640030
ssb;f;Naikhin;e;460.790948;1742.551958
ssb;f;Naikhin;e;482.949225;1730.238391
ssb;f;Naikhin;e;498.049636;1704.299478
ssb;f;Naikhin;e;503.807883;1674.645799
ssb;f;Naikhin;e;512.137754;1675.374008
ssb;f;Naikhin;e;513.266035;1657.793574
ssb;f;Naikhin;e;498.502616;1670.632168
ssb;f;Naikhin;e;501.272260;1667.214545
ssb;f;Naikhin;e;503.827138;1664.285262
ssb;f;Naikhin;e;508.089573;1687.479942
ssb;f;Naikhin;e;521.415942;1663.550049
ssb;f;Naikhin;e;522.190537;1613.874582
ssb;f;Naikhin;e;508.710699;1567.989444
ssb;f;Naikhin;e;499.921613;1488.046585
ssb;f;Naikhin;e;493.171925;1452.165402
ssb;f;Naikhin;e;476.669213;1440.609594
ssb;f;Naikhin;e;432.363750;1368.918274
ssb;f;Naikhin;e;321.924904;1407.486587
ssb;f;Naikhin;e;444.871634;1918.204819
ssb;f;Naikhin;e;466.013476;1897.952151
ssb;f;Naikhin;e;532.742442;1878.036202
ssb;f;Naikhin;e;557.350289;1822.902073
ssb;f;Naikhin;e;567.390595;1753.870989
ssb;f;Naikhin;e;571.337630;1683.803364
ssb;f;Naikhin;e;562.291938;1607.249958
ssb;f;Naikhin;e;491.523804;1863.507175
